"","game_str","play_id","Batter_Time_HF","throw_time"
"469","1901_15_TeamLL_TeamB",14,NA,4250
"470","1901_15_TeamLL_TeamB",24,NA,NA
"471","1901_15_TeamLL_TeamB",38,NA,4150
"472","1901_15_TeamLL_TeamB",78,NA,1000
"473","1901_15_TeamLL_TeamB",91,NA,4000
"474","1901_15_TeamLL_TeamB",98,NA,4150
"475","1901_15_TeamLL_TeamB",113,NA,NA
"476","1901_15_TeamLL_TeamB",121,NA,NA
"477","1901_15_TeamLL_TeamB",137,NA,4450
"478","1901_15_TeamLL_TeamB",146,NA,NA
"479","1901_15_TeamLL_TeamB",150,NA,NA
"480","1901_15_TeamLL_TeamB",156,4600,1850
"481","1901_15_TeamLL_TeamB",172,NA,4200
"482","1901_15_TeamLL_TeamB",187,4800,3950
"483","1901_15_TeamLL_TeamB",213,NA,4650
"484","1901_15_TeamLL_TeamB",223,NA,4450
"485","1901_15_TeamLL_TeamB",230,NA,5850
"486","1901_15_TeamLL_TeamB",232,NA,3850
"487","1901_15_TeamLL_TeamB",237,NA,3500
"488","1901_15_TeamLL_TeamB",248,NA,3950
"489","1901_16_TeamLH_TeamA3",9,NA,1350
"490","1901_16_TeamLH_TeamA3",13,5550,10600
"491","1901_16_TeamLH_TeamA3",22,4800,1850
"492","1901_16_TeamLH_TeamA3",53,4900,2750
"493","1901_16_TeamLH_TeamA3",73,NA,1050
"494","1901_16_TeamLH_TeamA3",85,NA,NA
"495","1901_16_TeamLH_TeamA3",86,NA,NA
"496","1901_16_TeamLH_TeamA3",103,NA,NA
"497","1901_16_TeamLH_TeamA3",117,NA,3800
"498","1901_16_TeamLH_TeamA3",118,NA,4200
"499","1901_16_TeamLH_TeamA3",132,NA,NA
"500","1901_16_TeamLH_TeamA3",137,NA,NA
"501","1901_16_TeamLH_TeamA3",144,4300,4300
"502","1901_16_TeamLH_TeamA3",178,NA,NA
"503","1901_16_TeamLH_TeamA3",182,NA,NA
"504","1901_16_TeamLH_TeamA3",188,NA,4000
"505","1901_16_TeamLH_TeamA3",211,NA,4050
"506","1901_16_TeamLH_TeamA3",214,4650,4150
"507","1901_16_TeamLH_TeamA3",240,NA,4700
"508","1901_16_TeamLH_TeamA3",242,NA,1200
"509","1901_16_TeamLH_TeamA3",249,NA,3650
"510","1901_16_TeamLH_TeamA3",262,4600,4350
"511","1901_16_TeamLH_TeamA3",303,4550,4350
"512","1901_17_TeamLH_TeamA3",4,NA,NA
"513","1901_17_TeamLH_TeamA3",5,NA,NA
"514","1901_17_TeamLH_TeamA3",7,NA,NA
"515","1901_17_TeamLH_TeamA3",9,NA,NA
"516","1901_17_TeamLH_TeamA3",12,4200,3750
"517","1901_17_TeamLH_TeamA3",19,NA,3900
"518","1901_17_TeamLH_TeamA3",34,NA,3800
"519","1901_17_TeamLH_TeamA3",50,NA,3750
"520","1901_17_TeamLH_TeamA3",61,NA,4250
"521","1901_17_TeamLH_TeamA3",112,NA,3850
"522","1901_17_TeamLH_TeamA3",124,NA,NA
"523","1901_17_TeamLH_TeamA3",140,NA,3900
"524","1901_17_TeamLH_TeamA3",163,4750,4150
"525","1901_17_TeamLH_TeamA3",174,4750,4550
"526","1901_17_TeamLH_TeamA3",182,NA,3450
"527","1901_17_TeamLH_TeamA3",183,NA,5400
"528","1901_17_TeamLH_TeamA3",188,NA,3850
"529","1901_17_TeamLH_TeamA3",208,NA,NA
"530","1901_17_TeamLH_TeamA3",244,NA,NA
"531","1901_17_TeamLH_TeamA3",245,NA,NA
"532","1901_17_TeamLH_TeamA3",252,NA,4200
"533","1901_17_TeamLH_TeamA3",260,NA,4100
"534","1901_17_TeamLH_TeamA3",283,4350,4100
"535","1901_17_TeamLH_TeamA3",284,NA,NA
"536","1901_17_TeamLH_TeamA3",319,NA,1000
"537","1901_17_TeamLH_TeamA3",324,NA,2000
"538","1901_17_TeamLH_TeamA3",330,NA,3850
"539","1901_17_TeamLH_TeamA3",332,NA,5800
"540","1901_17_TeamLH_TeamA3",340,NA,3800
"541","1901_18_TeamLH_TeamA3",11,NA,NA
"542","1901_18_TeamLH_TeamA3",16,NA,NA
"543","1901_18_TeamLH_TeamA3",27,NA,1050
"544","1901_18_TeamLH_TeamA3",30,4300,4050
"545","1901_18_TeamLH_TeamA3",32,NA,3700
"546","1901_18_TeamLH_TeamA3",68,5000,4500
"547","1901_18_TeamLH_TeamA3",85,NA,3900
"548","1901_18_TeamLH_TeamA3",95,NA,3350
"549","1901_18_TeamLH_TeamA3",99,NA,7200
"550","1901_18_TeamLH_TeamA3",133,NA,NA
"551","1901_18_TeamLH_TeamA3",180,4850,4550
"552","1901_18_TeamLH_TeamA3",221,NA,NA
"553","1901_18_TeamLH_TeamA3",247,NA,1000
"554","1901_18_TeamLH_TeamA3",252,4450,4250
"555","1901_18_TeamLH_TeamA3",255,NA,4200
"556","1901_18_TeamLH_TeamA3",272,NA,NA
"557","1901_18_TeamLH_TeamA3",275,NA,3550
"558","1902_01_TeamMG_TeamA3",6,NA,3600
"559","1902_01_TeamMG_TeamA3",15,NA,4000
"560","1902_01_TeamMG_TeamA3",18,NA,5400
"561","1902_01_TeamMG_TeamA3",25,4350,4100
"562","1902_01_TeamMG_TeamA3",43,NA,NA
"563","1902_01_TeamMG_TeamA3",45,NA,NA
"564","1902_01_TeamMG_TeamA3",46,NA,3200
"565","1902_01_TeamMG_TeamA3",64,NA,3850
"566","1902_01_TeamMG_TeamA3",71,NA,NA
"567","1902_01_TeamMG_TeamA3",133,5200,6300
"568","1902_01_TeamMG_TeamA3",169,NA,3850
"569","1902_01_TeamMG_TeamA3",189,NA,3700
"570","1902_01_TeamMG_TeamA3",193,NA,1700
"571","1902_01_TeamMG_TeamA3",212,NA,1550
"572","1902_01_TeamMG_TeamA3",252,NA,1850
"573","1902_01_TeamMG_TeamA3",254,NA,4000
"574","1902_02_TeamMG_TeamA3",22,NA,NA
"575","1902_02_TeamMG_TeamA3",26,NA,NA
"576","1902_02_TeamMG_TeamA3",27,NA,NA
"577","1902_02_TeamMG_TeamA3",43,NA,1700
"578","1902_02_TeamMG_TeamA3",44,4500,9300
"579","1902_02_TeamMG_TeamA3",68,NA,3950
"580","1902_02_TeamMG_TeamA3",79,4650,4200
"581","1902_02_TeamMG_TeamA3",87,NA,NA
"582","1902_02_TeamMG_TeamA3",161,4750,4300
"583","1902_02_TeamMG_TeamA3",185,NA,4000
"584","1902_02_TeamMG_TeamA3",215,4450,4350
"585","1902_02_TeamMG_TeamA3",249,NA,4100
"586","1902_02_TeamMG_TeamA3",296,NA,4150
"587","1902_02_TeamMG_TeamA3",302,4550,4200
"588","1902_02_TeamMG_TeamA3",337,NA,4250
"589","1902_02_TeamMG_TeamA3",339,4650,3300
"590","1902_02_TeamMG_TeamA3",341,NA,3850
"591","1902_02_TeamMG_TeamA3",353,NA,3750
"592","1902_02_TeamMG_TeamA3",354,NA,4100
"593","1902_02_TeamMG_TeamA3",356,NA,4000
"594","1902_02_TeamMG_TeamA3",358,NA,3950
"595","1902_03_TeamMG_TeamA3",15,NA,4250
"596","1902_03_TeamMG_TeamA3",16,NA,3600
"597","1902_03_TeamMG_TeamA3",18,NA,3300
"598","1902_03_TeamMG_TeamA3",24,4250,4200
"599","1902_03_TeamMG_TeamA3",26,NA,NA
"600","1902_03_TeamMG_TeamA3",28,NA,1900
"601","1902_03_TeamMG_TeamA3",53,NA,4350
"602","1902_03_TeamMG_TeamA3",87,NA,3600
"603","1902_03_TeamMG_TeamA3",99,NA,4300
"604","1902_03_TeamMG_TeamA3",102,NA,4100
"605","1902_03_TeamMG_TeamA3",105,NA,3850
"606","1902_03_TeamMG_TeamA3",106,4450,4200
"607","1902_03_TeamMG_TeamA3",122,NA,3950
"608","1902_03_TeamMG_TeamA3",126,NA,4100
"609","1902_03_TeamMG_TeamA3",130,NA,NA
"610","1902_03_TeamMG_TeamA3",134,NA,5750
"611","1902_03_TeamMG_TeamA3",137,NA,3700
"612","1902_03_TeamMG_TeamA3",146,NA,2100
"613","1902_03_TeamMG_TeamA3",160,5200,6600
"614","1902_03_TeamMG_TeamA3",187,4600,3850
"615","1902_03_TeamMG_TeamA3",190,NA,800
"616","1902_03_TeamMG_TeamA3",200,NA,4100
"617","1902_03_TeamMG_TeamA3",230,NA,3850
"618","1902_03_TeamMG_TeamA3",264,5200,12200
"619","1902_03_TeamMG_TeamA3",321,NA,4000
"620","1902_04_TeamML_TeamB",13,NA,3450
"621","1902_04_TeamML_TeamB",15,NA,3900
"622","1902_04_TeamML_TeamB",39,NA,4350
"623","1902_04_TeamML_TeamB",40,4050,3800
"624","1902_04_TeamML_TeamB",43,4200,4300
"625","1902_04_TeamML_TeamB",44,NA,NA
"626","1902_04_TeamML_TeamB",45,NA,NA
"627","1902_04_TeamML_TeamB",46,NA,NA
"628","1902_04_TeamML_TeamB",53,NA,4000
"629","1902_04_TeamML_TeamB",80,NA,NA
"630","1902_04_TeamML_TeamB",93,4400,4300
"631","1902_04_TeamML_TeamB",104,NA,4200
"632","1902_04_TeamML_TeamB",109,NA,4000
"633","1902_04_TeamML_TeamB",110,NA,4000
"634","1902_04_TeamML_TeamB",129,4300,4000
"635","1902_04_TeamML_TeamB",135,NA,3850
"636","1902_04_TeamML_TeamB",140,NA,3800
"637","1902_04_TeamML_TeamB",158,4500,4350
"638","1902_04_TeamML_TeamB",165,NA,4050
"639","1902_04_TeamML_TeamB",180,NA,NA
"640","1902_04_TeamML_TeamB",182,4850,8700
"641","1902_04_TeamML_TeamB",189,4300,4350
"642","1902_04_TeamML_TeamB",192,4350,4400
"643","1902_04_TeamML_TeamB",205,NA,3750
"644","1902_04_TeamML_TeamB",216,NA,NA
"645","1902_04_TeamML_TeamB",224,5850,8350
"646","1902_04_TeamML_TeamB",247,5500,9450
"647","1902_04_TeamML_TeamB",275,5850,6200
"648","1902_04_TeamML_TeamB",287,5000,5750
"649","1902_04_TeamML_TeamB",292,6450,6300
"650","1902_04_TeamML_TeamB",301,NA,3800
"651","1902_05_TeamML_TeamB",7,NA,NA
"652","1902_05_TeamML_TeamB",9,NA,NA
"653","1902_05_TeamML_TeamB",25,4050,3200
"654","1902_05_TeamML_TeamB",27,NA,NA
"655","1902_05_TeamML_TeamB",35,NA,NA
"656","1902_05_TeamML_TeamB",36,4200,2450
"657","1902_05_TeamML_TeamB",43,4600,1550
"658","1902_05_TeamML_TeamB",46,4900,7200
"659","1902_05_TeamML_TeamB",54,NA,4050
"660","1902_05_TeamML_TeamB",60,NA,NA
"661","1902_05_TeamML_TeamB",61,NA,NA
"662","1902_05_TeamML_TeamB",97,NA,NA
"663","1902_05_TeamML_TeamB",104,4850,8600
"664","1902_05_TeamML_TeamB",143,NA,4050
"665","1902_05_TeamML_TeamB",145,NA,3950
"666","1902_05_TeamML_TeamB",155,NA,1450
"667","1902_05_TeamML_TeamB",161,NA,NA
"668","1902_05_TeamML_TeamB",165,NA,NA
"669","1902_05_TeamML_TeamB",166,NA,NA
"670","1902_05_TeamML_TeamB",169,NA,NA
"671","1902_05_TeamML_TeamB",178,4650,3150
"672","1902_05_TeamML_TeamB",206,NA,4100
"673","1902_05_TeamML_TeamB",214,NA,3900
"674","1902_05_TeamML_TeamB",220,NA,4250
"675","1902_05_TeamML_TeamB",226,NA,1800
"676","1902_05_TeamML_TeamB",239,NA,NA
"677","1902_05_TeamML_TeamB",240,NA,NA
"678","1902_05_TeamML_TeamB",262,NA,NA
"679","1902_05_TeamML_TeamB",276,NA,4050
"680","1902_05_TeamML_TeamB",311,NA,2600
"681","1902_05_TeamML_TeamB",315,NA,NA
"682","1902_05_TeamML_TeamB",321,4300,4300
"683","1902_05_TeamML_TeamB",322,NA,NA
"684","1902_06_TeamML_TeamB",15,4300,4150
"685","1902_06_TeamML_TeamB",22,NA,4050
"686","1902_06_TeamML_TeamB",32,NA,3950
"687","1902_06_TeamML_TeamB",36,NA,3350
"688","1902_06_TeamML_TeamB",45,NA,4250
"689","1902_06_TeamML_TeamB",72,NA,3650
"690","1902_06_TeamML_TeamB",87,NA,1400
"691","1902_06_TeamML_TeamB",104,5400,5700
"692","1902_06_TeamML_TeamB",118,NA,3750
"693","1902_06_TeamML_TeamB",125,NA,4550
"694","1902_06_TeamML_TeamB",140,NA,NA
"695","1902_06_TeamML_TeamB",141,NA,NA
"696","1902_06_TeamML_TeamB",143,5250,2400
"697","1902_06_TeamML_TeamB",154,NA,1700
"698","1902_06_TeamML_TeamB",164,NA,NA
"699","1902_06_TeamML_TeamB",185,NA,900
"700","1902_06_TeamML_TeamB",191,NA,3850
"701","1902_06_TeamML_TeamB",211,NA,NA
"702","1902_06_TeamML_TeamB",214,NA,NA
"703","1902_06_TeamML_TeamB",222,NA,5900
"704","1902_06_TeamML_TeamB",247,5500,9450
"705","1902_06_TeamML_TeamB",249,NA,1050
"706","1902_06_TeamML_TeamB",267,4450,4150
"707","1902_06_TeamML_TeamB",283,NA,5650
"708","1902_06_TeamML_TeamB",288,4500,4500
"709","1902_07_TeamMJ_TeamB",10,NA,NA
"710","1902_07_TeamMJ_TeamB",12,NA,800
"711","1902_07_TeamMJ_TeamB",25,NA,NA
"712","1902_07_TeamMJ_TeamB",73,NA,2200
"713","1902_07_TeamMJ_TeamB",76,NA,3950
"714","1902_07_TeamMJ_TeamB",85,NA,3850
"715","1902_07_TeamMJ_TeamB",93,NA,4600
"716","1902_07_TeamMJ_TeamB",101,NA,NA
"717","1902_07_TeamMJ_TeamB",102,NA,NA
"718","1902_07_TeamMJ_TeamB",121,NA,1350
"719","1902_07_TeamMJ_TeamB",125,NA,1950
"720","1902_07_TeamMJ_TeamB",129,NA,4050
"721","1902_07_TeamMJ_TeamB",132,NA,NA
"722","1902_07_TeamMJ_TeamB",136,NA,4250
"723","1902_07_TeamMJ_TeamB",166,NA,4300
"724","1902_07_TeamMJ_TeamB",176,NA,4150
"725","1902_07_TeamMJ_TeamB",180,NA,4200
"726","1902_07_TeamMJ_TeamB",195,NA,4300
"727","1902_07_TeamMJ_TeamB",197,NA,3750
"728","1902_07_TeamMJ_TeamB",223,NA,5700
"729","1902_07_TeamMJ_TeamB",232,NA,4350
"730","1902_07_TeamMJ_TeamB",235,NA,3850
"731","1902_07_TeamMJ_TeamB",237,4300,4150
"732","1902_07_TeamMJ_TeamB",249,NA,NA
"733","1902_07_TeamMJ_TeamB",252,NA,4050
"734","1902_07_TeamMJ_TeamB",281,NA,3800
"735","1902_07_TeamMJ_TeamB",286,NA,NA
"736","1902_07_TeamMJ_TeamB",288,NA,4050
"737","1902_08_TeamMJ_TeamB",28,NA,4550
"738","1902_08_TeamMJ_TeamB",29,NA,1500
"739","1902_08_TeamMJ_TeamB",34,NA,3750
"740","1902_08_TeamMJ_TeamB",49,NA,5850
"741","1902_08_TeamMJ_TeamB",70,NA,NA
"742","1902_08_TeamMJ_TeamB",74,NA,NA
"743","1902_08_TeamMJ_TeamB",75,NA,NA
"744","1902_08_TeamMJ_TeamB",79,NA,NA
"745","1902_08_TeamMJ_TeamB",99,4150,2850
"746","1902_08_TeamMJ_TeamB",101,NA,NA
"747","1902_08_TeamMJ_TeamB",108,NA,4050
"748","1902_08_TeamMJ_TeamB",123,4250,4000
"749","1902_08_TeamMJ_TeamB",132,NA,NA
"750","1902_08_TeamMJ_TeamB",133,NA,3500
"751","1902_08_TeamMJ_TeamB",158,NA,1100
"752","1902_08_TeamMJ_TeamB",160,NA,3900
"753","1902_08_TeamMJ_TeamB",164,NA,4000
"754","1902_08_TeamMJ_TeamB",182,NA,NA
"755","1902_08_TeamMJ_TeamB",183,NA,3550
"756","1902_08_TeamMJ_TeamB",195,NA,1250
"757","1902_08_TeamMJ_TeamB",202,NA,NA
"758","1902_08_TeamMJ_TeamB",226,NA,4050
"759","1902_08_TeamMJ_TeamB",227,4300,3750
"760","1902_08_TeamMJ_TeamB",230,NA,3650
"761","1902_08_TeamMJ_TeamB",260,NA,5250
"762","1902_08_TeamMJ_TeamB",272,NA,NA
"763","1902_08_TeamMJ_TeamB",285,4350,4250
"764","1902_08_TeamMJ_TeamB",316,4050,3800
"765","1902_08_TeamMJ_TeamB",318,NA,3850
"766","1902_08_TeamMJ_TeamB",321,NA,3800
"767","1902_08_TeamMJ_TeamB",325,NA,NA
"768","1902_08_TeamMJ_TeamB",332,NA,NA
"769","1902_08_TeamMJ_TeamB",342,NA,NA
"770","1902_08_TeamMJ_TeamB",357,4400,4200
"771","1902_08_TeamMJ_TeamB",362,NA,NA
"772","1902_08_TeamMJ_TeamB",368,NA,NA
"773","1902_08_TeamMJ_TeamB",370,NA,NA
"774","1902_08_TeamMJ_TeamB",371,NA,NA
"775","1902_08_TeamMJ_TeamB",374,NA,NA
"776","1902_08_TeamMJ_TeamB",378,NA,NA
"777","1902_08_TeamMJ_TeamB",379,NA,NA
"778","1902_09_TeamMJ_TeamB",1,NA,3550
"779","1902_09_TeamMJ_TeamB",10,NA,3650
"780","1902_09_TeamMJ_TeamB",23,4400,4450
"781","1902_09_TeamMJ_TeamB",36,4700,4700
"782","1902_09_TeamMJ_TeamB",37,NA,6350
"783","1902_09_TeamMJ_TeamB",40,NA,NA
"784","1902_09_TeamMJ_TeamB",76,4750,5200
"785","1902_09_TeamMJ_TeamB",148,NA,3750
"786","1902_09_TeamMJ_TeamB",184,NA,3900
"787","1902_09_TeamMJ_TeamB",189,NA,NA
"788","1902_09_TeamMJ_TeamB",199,NA,NA
"789","1902_09_TeamMJ_TeamB",250,NA,NA
"790","1902_09_TeamMJ_TeamB",258,NA,NA
"791","1902_09_TeamMJ_TeamB",282,NA,4350
"792","1902_09_TeamMJ_TeamB",291,NA,NA
"793","1902_09_TeamMJ_TeamB",293,NA,NA
"794","1902_09_TeamMJ_TeamB",295,NA,NA
"795","1902_09_TeamMJ_TeamB",304,NA,3750
"796","1902_09_TeamMJ_TeamB",312,NA,3800
"797","1902_10_TeamMI_TeamA3",8,5100,8450
"798","1902_10_TeamMI_TeamA3",34,NA,1150
"799","1902_10_TeamMI_TeamA3",84,NA,NA
"800","1902_10_TeamMI_TeamA3",87,NA,NA
"801","1902_10_TeamMI_TeamA3",93,4400,4250
"802","1902_10_TeamMI_TeamA3",107,NA,1200
"803","1902_10_TeamMI_TeamA3",114,4250,4200
"804","1902_10_TeamMI_TeamA3",145,NA,NA
"805","1902_10_TeamMI_TeamA3",162,NA,2250
"806","1902_10_TeamMI_TeamA3",170,NA,2650
"807","1902_10_TeamMI_TeamA3",176,4600,4150
"808","1902_10_TeamMI_TeamA3",196,5800,5950
"809","1902_10_TeamMI_TeamA3",198,NA,NA
"810","1902_10_TeamMI_TeamA3",212,NA,4300
"811","1902_10_TeamMI_TeamA3",229,NA,4100
"812","1902_10_TeamMI_TeamA3",238,NA,6350
"813","1902_10_TeamMI_TeamA3",258,4250,3750
"814","1902_10_TeamMI_TeamA3",268,4300,4150
"815","1902_10_TeamMI_TeamA3",282,NA,3950
"816","1902_11_TeamMI_TeamA3",11,4450,4100
"817","1902_11_TeamMI_TeamA3",16,NA,NA
"818","1902_11_TeamMI_TeamA3",19,NA,NA
"819","1902_11_TeamMI_TeamA3",21,NA,NA
"820","1902_11_TeamMI_TeamA3",24,NA,NA
"821","1902_11_TeamMI_TeamA3",47,NA,3900
"822","1902_11_TeamMI_TeamA3",63,NA,3750
"823","1902_11_TeamMI_TeamA3",67,5000,13500
"824","1902_11_TeamMI_TeamA3",70,NA,3700
"825","1902_11_TeamMI_TeamA3",73,NA,4100
"826","1902_11_TeamMI_TeamA3",86,NA,NA
"827","1902_11_TeamMI_TeamA3",88,NA,NA
"828","1902_11_TeamMI_TeamA3",91,NA,NA
"829","1902_11_TeamMI_TeamA3",93,NA,1200
"830","1902_11_TeamMI_TeamA3",115,NA,4000
"831","1902_11_TeamMI_TeamA3",130,NA,2950
"832","1902_11_TeamMI_TeamA3",133,NA,3500
"833","1902_11_TeamMI_TeamA3",144,NA,4100
"834","1902_11_TeamMI_TeamA3",156,NA,NA
"835","1902_11_TeamMI_TeamA3",175,NA,4150
"836","1902_11_TeamMI_TeamA3",187,NA,3350
"837","1902_11_TeamMI_TeamA3",196,NA,4300
"838","1902_11_TeamMI_TeamA3",212,4400,4150
"839","1902_11_TeamMI_TeamA3",267,NA,4250
"840","1902_11_TeamMI_TeamA3",291,NA,4250
"841","1902_12_TeamMI_TeamA3",12,NA,NA
"842","1902_12_TeamMI_TeamA3",13,4700,4100
"843","1902_12_TeamMI_TeamA3",24,NA,1700
"844","1902_12_TeamMI_TeamA3",47,NA,NA
"845","1902_12_TeamMI_TeamA3",58,NA,NA
"846","1902_12_TeamMI_TeamA3",60,NA,NA
"847","1902_12_TeamMI_TeamA3",70,4200,3400
"848","1902_12_TeamMI_TeamA3",71,4450,4150
"849","1902_12_TeamMI_TeamA3",121,6000,5800
"850","1902_12_TeamMI_TeamA3",138,NA,4050
"851","1902_12_TeamMI_TeamA3",174,4850,3900
"852","1902_12_TeamMI_TeamA3",178,NA,1800
"853","1902_12_TeamMI_TeamA3",196,NA,4150
"854","1902_12_TeamMI_TeamA3",208,NA,4150
"855","1902_12_TeamMI_TeamA3",225,4300,4000
"856","1902_12_TeamMI_TeamA3",240,4500,4050
"857","1902_12_TeamMI_TeamA3",249,NA,4250
"858","1902_12_TeamMI_TeamA3",260,4650,4150
"859","1902_12_TeamMI_TeamA3",264,NA,5500
"860","1902_12_TeamMI_TeamA3",266,NA,4150
"861","1902_13_TeamMD_TeamA2",17,4750,4150
"862","1902_13_TeamMD_TeamA2",18,4400,7750
"863","1902_13_TeamMD_TeamA2",20,NA,4100
"864","1902_13_TeamMD_TeamA2",28,4500,4300
"865","1902_13_TeamMD_TeamA2",38,NA,2450
"866","1902_13_TeamMD_TeamA2",44,4550,4000
"867","1902_13_TeamMD_TeamA2",58,4700,4050
"868","1902_13_TeamMD_TeamA2",79,NA,NA
"869","1902_13_TeamMD_TeamA2",88,NA,4150
"870","1902_13_TeamMD_TeamA2",91,NA,3950
"871","1902_13_TeamMD_TeamA2",108,4600,3800
"872","1902_13_TeamMD_TeamA2",130,NA,NA
"873","1902_13_TeamMD_TeamA2",172,4700,4600
"874","1902_13_TeamMD_TeamA2",203,NA,6000
"875","1902_13_TeamMD_TeamA2",248,4800,4200
"876","1902_13_TeamMD_TeamA2",264,NA,3950
"877","1902_13_TeamMD_TeamA2",292,NA,NA
"878","1902_13_TeamMD_TeamA2",297,NA,NA
"879","1902_13_TeamMD_TeamA2",312,NA,3600
"880","1902_13_TeamMD_TeamA2",318,4350,4200
"881","1902_13_TeamMK_TeamB",4,4300,4400
"882","1902_13_TeamMK_TeamB",6,NA,NA
"883","1902_13_TeamMK_TeamB",43,NA,NA
"884","1902_13_TeamMK_TeamB",52,NA,2300
"885","1902_13_TeamMK_TeamB",55,NA,NA
"886","1902_13_TeamMK_TeamB",64,NA,NA
"887","1902_13_TeamMK_TeamB",83,NA,NA
"888","1902_13_TeamMK_TeamB",92,NA,4000
"889","1902_13_TeamMK_TeamB",105,NA,1950
"890","1902_13_TeamMK_TeamB",108,NA,3650
"891","1902_13_TeamMK_TeamB",112,NA,4100
"892","1902_13_TeamMK_TeamB",120,NA,NA
"893","1902_13_TeamMK_TeamB",130,NA,4050
"894","1902_13_TeamMK_TeamB",157,5400,5700
"895","1902_13_TeamMK_TeamB",166,5500,6600
"896","1902_13_TeamMK_TeamB",182,4450,3850
"897","1902_13_TeamMK_TeamB",209,NA,4450
"898","1902_13_TeamMK_TeamB",237,NA,4150
"899","1902_13_TeamMK_TeamB",240,NA,4000
"900","1902_13_TeamMK_TeamB",247,NA,NA
"901","1902_13_TeamMK_TeamB",249,NA,3550
"902","1902_13_TeamMK_TeamB",254,NA,1800
"903","1902_13_TeamMK_TeamB",260,4450,1550
"904","1902_13_TeamMK_TeamB",282,4250,4150
"905","1902_13_TeamMK_TeamB",288,NA,4150
"906","1902_13_TeamMK_TeamB",318,5500,6100
"907","1902_14_TeamMD_TeamA2",2,NA,3850
"908","1902_14_TeamMD_TeamA2",17,NA,NA
"909","1902_14_TeamMD_TeamA2",21,4500,1450
"910","1902_14_TeamMD_TeamA2",27,5000,4100
"911","1902_14_TeamMD_TeamA2",32,NA,3950
"912","1902_14_TeamMD_TeamA2",53,NA,NA
"913","1902_14_TeamMD_TeamA2",66,NA,4100
"914","1902_14_TeamMD_TeamA2",98,NA,2250
"915","1902_14_TeamMD_TeamA2",100,4700,4500
"916","1902_14_TeamMD_TeamA2",110,NA,3950
"917","1902_14_TeamMD_TeamA2",121,4550,4500
"918","1902_14_TeamMD_TeamA2",130,4400,4500
"919","1902_14_TeamMD_TeamA2",131,NA,NA
"920","1902_14_TeamMD_TeamA2",144,4250,4200
"921","1902_14_TeamMD_TeamA2",173,5100,4100
"922","1902_14_TeamMD_TeamA2",192,NA,3850
"923","1902_14_TeamMD_TeamA2",194,NA,5600
"924","1902_14_TeamMD_TeamA2",199,NA,4050
"925","1902_14_TeamMD_TeamA2",229,NA,4100
"926","1902_14_TeamMD_TeamA2",245,NA,4200
"927","1902_14_TeamMD_TeamA2",247,NA,4200
"928","1902_14_TeamMD_TeamA2",250,NA,5550
"929","1902_14_TeamMD_TeamA2",280,NA,3750
"930","1902_14_TeamMD_TeamA2",284,NA,4100
"931","1902_14_TeamMD_TeamA2",298,NA,NA
"932","1902_14_TeamMD_TeamA2",301,NA,NA
"933","1902_14_TeamMD_TeamA2",302,NA,NA
"934","1902_14_TeamMD_TeamA2",305,NA,NA
"935","1902_14_TeamMD_TeamA2",314,NA,4150
"936","1902_14_TeamMD_TeamA2",327,NA,3950
"937","1902_14_TeamMK_TeamB",9,4700,4050
"938","1902_14_TeamMK_TeamB",12,NA,2450
